"","tagrelID","obs_foID","opeID","vesselCode","Subarea","Lat_release","Lon_release","Dat_release","tagFate","tagrel1Type","tagrel1Colour","tagrel1Number","tagrel1Wording","tagrel2Type","tagrel2Colour","tagrel2Number","tagrel2Wording","Length_release","Weight_release","Sex_release","src","datasetID","Season","MU","tag_code_1","tag_code_2","Est_weigth_release"
"2441",3595,"O21618","H78517",30,"3b",-44.23,44.8366,2024-10-04 01:55:00,"Released","STANDARD","WHITE","A671251","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671252","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671251+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671252+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2442",3596,"O21618","H78517",30,"3b",-44.23,44.8366,2024-10-04 01:55:00,"Released","STANDARD","WHITE","A671251","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671252","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671251+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671252+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2443",3597,"O21618","H78517",30,"3b",-44.23,44.8366,2024-10-04 01:55:00,"Released","STANDARD","WHITE","A671251","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671252","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671251+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671252+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2444",3598,"O21618","H78517",30,"3b",-44.23,44.8366,2024-10-04 01:55:00,"Released","STANDARD","WHITE","A671251","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671252","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671251+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671252+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2445",3599,"O21618","H78517",30,"3b",-44.23,44.8366,2024-10-04 01:55:00,"Released","STANDARD","WHITE","A671251","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671252","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671251+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671252+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2446",3600,"O21621","H78520",30,"3b",-44.7433,44.8216,2024-10-04 10:10:00,"Released","STANDARD","WHITE","A671255","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671256","AUSTRALIA/ CCAMLR_PO_BOX_223",76,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671255+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671256+AUSTRALIA/ CCAMLR_PO_BOX_223",4.29657727455274
"2447",3601,"O21621","H78520",30,"3b",-44.7433,44.8216,2024-10-04 10:10:00,"Released","STANDARD","WHITE","A671255","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671256","AUSTRALIA/ CCAMLR_PO_BOX_223",76,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671255+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671256+AUSTRALIA/ CCAMLR_PO_BOX_223",4.29657727455274
"2448",3602,"O21621","H78520",30,"3b",-44.7433,44.8216,2024-10-04 10:10:00,"Released","STANDARD","WHITE","A671255","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671256","AUSTRALIA/ CCAMLR_PO_BOX_223",76,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671255+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671256+AUSTRALIA/ CCAMLR_PO_BOX_223",4.29657727455274
"2449",3603,"O21621","H78520",30,"3b",-44.7433,44.8216,2024-10-04 10:10:00,"Released","STANDARD","WHITE","A671255","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671256","AUSTRALIA/ CCAMLR_PO_BOX_223",76,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671255+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671256+AUSTRALIA/ CCAMLR_PO_BOX_223",4.29657727455274
"2450",3604,"O21621","H78520",30,"3b",-44.7433,44.8216,2024-10-04 10:10:00,"Released","STANDARD","WHITE","A671255","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671256","AUSTRALIA/ CCAMLR_PO_BOX_223",76,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671255+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671256+AUSTRALIA/ CCAMLR_PO_BOX_223",4.29657727455274
"2451",3605,"O21631","H78530",30,"3b",-44.9666,45.0916,2024-10-07 12:25:00,"Released","STANDARD","WHITE","A671278","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671279","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671278+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671279+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2452",3606,"O21631","H78530",30,"3b",-44.9666,45.0916,2024-10-07 12:25:00,"Released","STANDARD","WHITE","A671278","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671279","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671278+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671279+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2453",3607,"O21631","H78530",30,"3b",-44.9666,45.0916,2024-10-07 12:25:00,"Released","STANDARD","WHITE","A671278","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671279","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671278+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671279+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2454",3608,"O21631","H78530",30,"3b",-44.9666,45.0916,2024-10-07 12:25:00,"Released","STANDARD","WHITE","A671278","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671279","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671278+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671279+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2455",3609,"O21631","H78530",30,"3b",-44.9666,45.0916,2024-10-07 12:25:00,"Released","STANDARD","WHITE","A671278","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671279","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671278+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671279+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2456",3610,"O21631","H78530",30,"3b",-44.9666,45.0916,2024-10-07 12:25:00,"Released","STANDARD","WHITE","A671278","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671279","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671278+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671279+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2457",3611,"O21631","H78530",30,"3b",-44.9666,45.0916,2024-10-07 12:25:00,"Released","STANDARD","WHITE","A671278","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671279","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671278+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671279+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2458",3612,"O21631","H78530",30,"3b",-44.9666,45.0916,2024-10-07 12:25:00,"Released","STANDARD","WHITE","A671278","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671279","AUSTRALIA/ CCAMLR_PO_BOX_223",63,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671278+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671279+AUSTRALIA/ CCAMLR_PO_BOX_223",2.28974997708892
"2459",3613,"O21629","H78528",30,"3b",-44.7366,44.7733,2024-10-07 08:00:00,"Released","STANDARD","WHITE","A671282","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671283","AUSTRALIA/ CCAMLR_PO_BOX_223",70,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671282+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671283+AUSTRALIA/ CCAMLR_PO_BOX_223",3.26062035054408
"2460",3614,"O21629","H78528",30,"3b",-44.7366,44.7733,2024-10-07 08:00:00,"Released","STANDARD","WHITE","A671282","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671283","AUSTRALIA/ CCAMLR_PO_BOX_223",70,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671282+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671283+AUSTRALIA/ CCAMLR_PO_BOX_223",3.26062035054408
"2461",3615,"O21629","H78528",30,"3b",-44.7366,44.7733,2024-10-07 08:00:00,"Released","STANDARD","WHITE","A671282","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671283","AUSTRALIA/ CCAMLR_PO_BOX_223",70,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671282+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671283+AUSTRALIA/ CCAMLR_PO_BOX_223",3.26062035054408
"2462",3616,"O21629","H78528",30,"3b",-44.7366,44.7733,2024-10-07 08:00:00,"Released","STANDARD","WHITE","A671282","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671283","AUSTRALIA/ CCAMLR_PO_BOX_223",70,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671282+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671283+AUSTRALIA/ CCAMLR_PO_BOX_223",3.26062035054408
"2463",3617,"O21629","H78528",30,"3b",-44.7366,44.7733,2024-10-07 08:00:00,"Released","STANDARD","WHITE","A671282","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671283","AUSTRALIA/ CCAMLR_PO_BOX_223",70,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671282+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671283+AUSTRALIA/ CCAMLR_PO_BOX_223",3.26062035054408
"2464",3618,"O21635","H78534",30,"3b",-44.84,44.835,2024-10-09 09:05:00,"Released","STANDARD","WHITE","A671294","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671295","AUSTRALIA/ CCAMLR_PO_BOX_223",62,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671294+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671295+AUSTRALIA/ CCAMLR_PO_BOX_223",2.17007766666938
"2465",3619,"O21635","H78534",30,"3b",-44.84,44.835,2024-10-09 09:05:00,"Released","STANDARD","WHITE","A671294","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671295","AUSTRALIA/ CCAMLR_PO_BOX_223",62,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671294+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671295+AUSTRALIA/ CCAMLR_PO_BOX_223",2.17007766666938
"2466",3620,"O21635","H78534",30,"3b",-44.84,44.835,2024-10-09 09:05:00,"Released","STANDARD","WHITE","A671294","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671295","AUSTRALIA/ CCAMLR_PO_BOX_223",62,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671294+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671295+AUSTRALIA/ CCAMLR_PO_BOX_223",2.17007766666938
"2467",3621,"O21635","H78534",30,"3b",-44.84,44.835,2024-10-09 09:05:00,"Released","STANDARD","WHITE","A671294","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671295","AUSTRALIA/ CCAMLR_PO_BOX_223",62,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671294+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671295+AUSTRALIA/ CCAMLR_PO_BOX_223",2.17007766666938
"2468",3622,"O21635","H78534",30,"3b",-44.84,44.835,2024-10-09 09:05:00,"Released","STANDARD","WHITE","A671294","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671295","AUSTRALIA/ CCAMLR_PO_BOX_223",62,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671294+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671295+AUSTRALIA/ CCAMLR_PO_BOX_223",2.17007766666938
"2469",3623,"O21639","H78538",30,"3b",-44.795,45.285,2024-10-11 21:20:00,"Released","STANDARD","WHITE","A671304","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671305","AUSTRALIA/ CCAMLR_PO_BOX_223",72,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671304+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671305+AUSTRALIA/ CCAMLR_PO_BOX_223",3.58381605387349
"2470",3624,"O21639","H78538",30,"3b",-44.795,45.285,2024-10-11 21:20:00,"Released","STANDARD","WHITE","A671304","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671305","AUSTRALIA/ CCAMLR_PO_BOX_223",72,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671304+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671305+AUSTRALIA/ CCAMLR_PO_BOX_223",3.58381605387349
"2471",3625,"O21639","H78538",30,"3b",-44.795,45.285,2024-10-11 21:20:00,"Released","STANDARD","WHITE","A671304","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671305","AUSTRALIA/ CCAMLR_PO_BOX_223",72,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671304+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671305+AUSTRALIA/ CCAMLR_PO_BOX_223",3.58381605387349
"2472",3626,"O21639","H78538",30,"3b",-44.795,45.285,2024-10-11 21:20:00,"Released","STANDARD","WHITE","A671304","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671305","AUSTRALIA/ CCAMLR_PO_BOX_223",72,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671304+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671305+AUSTRALIA/ CCAMLR_PO_BOX_223",3.58381605387349
"2473",3627,"O21639","H78538",30,"3b",-44.795,45.285,2024-10-11 21:20:00,"Released","STANDARD","WHITE","A671304","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671305","AUSTRALIA/ CCAMLR_PO_BOX_223",72,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671304+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671305+AUSTRALIA/ CCAMLR_PO_BOX_223",3.58381605387349
"2474",3628,"O21639","H78538",30,"3b",-44.795,45.285,2024-10-11 21:20:00,"Released","STANDARD","WHITE","A671304","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671305","AUSTRALIA/ CCAMLR_PO_BOX_223",72,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671304+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671305+AUSTRALIA/ CCAMLR_PO_BOX_223",3.58381605387349
"2475",3629,"O21639","H78538",30,"3b",-44.795,45.285,2024-10-11 21:20:00,"Released","STANDARD","WHITE","A671304","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671305","AUSTRALIA/ CCAMLR_PO_BOX_223",72,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671304+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671305+AUSTRALIA/ CCAMLR_PO_BOX_223",3.58381605387349
"2476",3630,"O21639","H78538",30,"3b",-44.795,45.285,2024-10-11 21:20:00,"Released","STANDARD","WHITE","A671304","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671305","AUSTRALIA/ CCAMLR_PO_BOX_223",72,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671304+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671305+AUSTRALIA/ CCAMLR_PO_BOX_223",3.58381605387349
"2477",3631,"O21642","H78541",30,"3b",-44.35,44.7683,2024-10-13 09:25:00,"Released","STANDARD","WHITE","A671327","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671328","AUSTRALIA/ CCAMLR_PO_BOX_223",66,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671327+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671328+AUSTRALIA/ CCAMLR_PO_BOX_223",2.67650811881024
"2478",3632,"O21642","H78541",30,"3b",-44.35,44.7683,2024-10-13 09:25:00,"Released","STANDARD","WHITE","A671327","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671328","AUSTRALIA/ CCAMLR_PO_BOX_223",66,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671327+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671328+AUSTRALIA/ CCAMLR_PO_BOX_223",2.67650811881024
"2479",3633,"O21642","H78541",30,"3b",-44.35,44.7683,2024-10-13 09:25:00,"Released","STANDARD","WHITE","A671327","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671328","AUSTRALIA/ CCAMLR_PO_BOX_223",66,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671327+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671328+AUSTRALIA/ CCAMLR_PO_BOX_223",2.67650811881024
"2480",3634,"O21642","H78541",30,"3b",-44.35,44.7683,2024-10-13 09:25:00,"Released","STANDARD","WHITE","A671327","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671328","AUSTRALIA/ CCAMLR_PO_BOX_223",66,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671327+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671328+AUSTRALIA/ CCAMLR_PO_BOX_223",2.67650811881024
"2481",3635,"O21642","H78541",30,"3b",-44.35,44.7683,2024-10-13 09:25:00,"Released","STANDARD","WHITE","A671327","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671328","AUSTRALIA/ CCAMLR_PO_BOX_223",66,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671327+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671328+AUSTRALIA/ CCAMLR_PO_BOX_223",2.67650811881024
"2482",3636,"O21642","H78541",30,"3b",-44.35,44.7683,2024-10-13 09:25:00,"Released","STANDARD","WHITE","A671327","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671328","AUSTRALIA/ CCAMLR_PO_BOX_223",66,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671327+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671328+AUSTRALIA/ CCAMLR_PO_BOX_223",2.67650811881024
"2483",3637,"O21642","H78541",30,"3b",-44.35,44.7683,2024-10-13 09:25:00,"Released","STANDARD","WHITE","A671327","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671328","AUSTRALIA/ CCAMLR_PO_BOX_223",66,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671327+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671328+AUSTRALIA/ CCAMLR_PO_BOX_223",2.67650811881024
"2484",3638,"O21642","H78541",30,"3b",-44.35,44.7683,2024-10-13 09:25:00,"Released","STANDARD","WHITE","A671327","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671328","AUSTRALIA/ CCAMLR_PO_BOX_223",66,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671327+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671328+AUSTRALIA/ CCAMLR_PO_BOX_223",2.67650811881024
"2485",3639,"O21642","H78541",30,"3b",-44.35,44.7683,2024-10-13 09:25:00,"Released","STANDARD","WHITE","A671327","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671328","AUSTRALIA/ CCAMLR_PO_BOX_223",66,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671327+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671328+AUSTRALIA/ CCAMLR_PO_BOX_223",2.67650811881024
"2486",3640,"O21642","H78541",30,"3b",-44.35,44.7683,2024-10-13 09:25:00,"Released","STANDARD","WHITE","A671327","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671328","AUSTRALIA/ CCAMLR_PO_BOX_223",66,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671327+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671328+AUSTRALIA/ CCAMLR_PO_BOX_223",2.67650811881024
"2487",3641,"O21644","H78543",30,"3b",-44.875,44.8533,2024-10-14 06:55:00,"Released","STANDARD","WHITE","A671349","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671350","AUSTRALIA/ CCAMLR_PO_BOX_223",81,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671349+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671350+AUSTRALIA/ CCAMLR_PO_BOX_223",5.32056456468771
"2488",3642,"O21644","H78543",30,"3b",-44.875,44.8533,2024-10-14 06:55:00,"Released","STANDARD","WHITE","A671349","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671350","AUSTRALIA/ CCAMLR_PO_BOX_223",81,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671349+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671350+AUSTRALIA/ CCAMLR_PO_BOX_223",5.32056456468771
"2489",3643,"O21644","H78543",30,"3b",-44.875,44.8533,2024-10-14 06:55:00,"Released","STANDARD","WHITE","A671349","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671350","AUSTRALIA/ CCAMLR_PO_BOX_223",81,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671349+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671350+AUSTRALIA/ CCAMLR_PO_BOX_223",5.32056456468771
"2490",3644,"O21644","H78543",30,"3b",-44.875,44.8533,2024-10-14 06:55:00,"Released","STANDARD","WHITE","A671349","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671350","AUSTRALIA/ CCAMLR_PO_BOX_223",81,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671349+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671350+AUSTRALIA/ CCAMLR_PO_BOX_223",5.32056456468771
"2491",3645,"O21644","H78543",30,"3b",-44.875,44.8533,2024-10-14 06:55:00,"Released","STANDARD","WHITE","A671349","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671350","AUSTRALIA/ CCAMLR_PO_BOX_223",81,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671349+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671350+AUSTRALIA/ CCAMLR_PO_BOX_223",5.32056456468771
"2492",3646,"O21644","H78543",30,"3b",-44.875,44.8533,2024-10-14 06:55:00,"Released","STANDARD","WHITE","A671349","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671350","AUSTRALIA/ CCAMLR_PO_BOX_223",81,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671349+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671350+AUSTRALIA/ CCAMLR_PO_BOX_223",5.32056456468771
"2493",3647,"O21644","H78543",30,"3b",-44.875,44.8533,2024-10-14 06:55:00,"Released","STANDARD","WHITE","A671349","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671350","AUSTRALIA/ CCAMLR_PO_BOX_223",81,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671349+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671350+AUSTRALIA/ CCAMLR_PO_BOX_223",5.32056456468771
"2494",3648,"O21644","H78543",30,"3b",-44.875,44.8533,2024-10-14 06:55:00,"Released","STANDARD","WHITE","A671349","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671350","AUSTRALIA/ CCAMLR_PO_BOX_223",81,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671349+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671350+AUSTRALIA/ CCAMLR_PO_BOX_223",5.32056456468771
"2495",3649,"O21652","H78551",30,"3b",-44.56,44.2783,2024-10-18 06:55:00,"Released","STANDARD","WHITE","A671373","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671374","AUSTRALIA/ CCAMLR_PO_BOX_223",70,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671373+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671374+AUSTRALIA/ CCAMLR_PO_BOX_223",3.26062035054408
"2496",3650,"O21652","H78551",30,"3b",-44.56,44.2783,2024-10-18 06:55:00,"Released","STANDARD","WHITE","A671373","AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD","WHITE","A671374","AUSTRALIA/ CCAMLR_PO_BOX_223",70,NA,NA,"OBS",286,2024,"DC","STANDARD+WHITE+A671373+AUSTRALIA/ CCAMLR_PO_BOX_223","STANDARD+WHITE+A671374+AUSTRALIA/ CCAMLR_PO_BOX_223",3.26062035054408
